datetime,latitude,longtitude,depth,magnitude1,magnitude2,max_intensity,district_id,region_id,description,time
1998-01-01 15:11:24,24.218333333333337,142.79833333333335,169.0,6.5,None,2.0,8,334,IOTO ISLANDS REGION,1998-01-01 15:11:24
1998-01-04 15:11:58,22.3,170.91,101.0,6.4,None,None,9,None,LOYALTY ISLANDS REGION   USGS,1998-01-04 15:11:58
1998-01-30 21:16:08,23.911666666666665,70.20666666666666,42.0,6.3,6.5,None,9,None,NEAR COAST OF N CHILE    USGS,1998-01-30 21:16:08
1998-02-07 10:19:01,24.895,142.08833333333334,552.0,6.4,7.1,2.0,8,334,IOTO ISLANDS REGION      NPS,1998-02-07 10:19:01
1998-02-17 08:53:19,52.71666666666667,33.67666666666667,10.0,6.1,6.6,None,9,None,NORTH ATLANTIC OCEAN     USGS,1998-02-17 08:53:19
1998-02-19 23:14:51,4.475,129.08166666666668,33.0,6.1,6.4,None,9,None,BANDA SEA                USGS,1998-02-19 23:14:51
1998-03-25 12:12:25,62.876666666666665,149.52666666666667,10.0,6.6,8.0,None,9,None,BALLENY ISLANDS REGION   USGS,1998-03-25 12:12:25
1998-03-30 04:48:16,17.551666666666666,179.09166666666667,537.0,6.5,None,None,9,None,FIJI REGION              USGS,1998-03-30 04:48:16
1998-04-02 02:56:23,0.5433333333333333,99.26,56.0,6.2,6.9,None,9,None,"S SUMATERA, INDONESIA    USGS",1998-04-02 02:56:23
1998-04-02 07:42:56,40.315,74.87333333333333,9.0,6.2,6.0,None,9,None,OFF COAST OF S. CHILE    USGS,1998-04-02 07:42:56
1998-04-04 07:01:48,8.146666666666667,74.23666666666666,165.0,6.1,5.6,None,9,None,PERU-BRAZIL BORDER REG.  USGS,1998-04-04 07:01:48
1998-04-30 08:32:37,30.828333333333333,142.22333333333333,33.0,6.1,5.4,None,8,331,NEAR TORISHIMA IS        NPS,1998-04-30 08:32:37
1998-05-04 08:30:18,22.378333333333337,125.43666666666668,35.0,7.7,None,3.0,7,291,FAR S OFF ISHIGAKIJIMA   NPS,1998-05-04 08:30:18
1998-05-16 11:22:03,22.226666666666667,179.51833333333337,586.0,6.1,None,None,9,None,SOUTH OF FIJI            USGS,1998-05-16 11:22:03
1998-05-21 14:34:25,0.2066666666666667,119.58333333333331,33.0,6.2,6.3,None,9,None,"MINAHASSA PEN.,SULAWESI  USGS",1998-05-21 14:34:25
1998-05-31 03:18:09,39.028333333333336,143.84666666666666,11.0,6.4,None,2.0,2,63,FAR E OFF SANRIKU        NPS,1998-05-31 03:18:09
1998-06-01 14:34:03,52.888333333333335,160.06666666666666,44.0,6.2,6.3,None,9,None,OFF E COAST OF KAMCHATKA USGS,1998-06-01 14:34:03
1998-07-09 23:45:39,30.486666666666668,178.99333333333334,130.0,6.2,6.2,None,9,None,"KERMADEC ISL., N.Z.L.    USGS",1998-07-09 23:45:39
1998-07-16 20:56:36,11.04,166.16,110.0,6.4,6.7,None,9,None,SANTA CRUZ ISLANDS       USGS,1998-07-16 20:56:36
1998-07-25 03:44:04,21.648333333333333,121.94833333333334,131.0,6.2,5.1,None,8,311,TAIWAN REGION,1998-07-25 03:44:04
1998-07-29 16:14:24,32.31166666666667,71.285,51.0,6.3,None,None,9,None,NEAR COAST OF CEN. CHILE USGS,1998-07-29 16:14:24
1998-08-05 03:59:20,0.5916666666666667,80.39166666666667,33.0,6.2,7.1,None,9,None,NEAR COAST OF ECUADOR    USGS,1998-08-05 03:59:20
1998-08-20 15:40:53,28.89,139.91166666666666,467.0,7.1,6.0,3.0,8,332,W OFF OGASAWARA          NPS,1998-08-20 15:40:53
1998-08-23 14:36:12,14.696666666666667,120.045,70.0,6.1,None,None,9,None,"LUZON,PHILIPPINE ISLANDS USGS",1998-08-23 14:36:12
1998-08-28 21:40:58,0.1533333333333333,125.01666666666668,66.0,6.2,None,None,9,None,SOUTHERN MOLUCCA SEA     USGS,1998-08-28 21:40:58
1998-09-02 17:37:29,5.41,126.76333333333334,50.0,6.6,6.7,None,9,None,"MINDANAO, PHILIPPINE IS. USGS",1998-09-02 17:37:29
1998-09-03 16:58:17,39.805,140.9,8.0,6.2,4.9,6.0,2,48,NORTHERN IWATE PREF      NPS,1998-09-03 16:58:17
1998-09-04 02:37:58,29.45,71.715,27.0,6.2,6.6,None,9,None,NEAR COAST OF CEN. CHILE USGS,1998-09-04 02:37:58
1998-09-21 15:52:41,0.2616666666666666,122.46666666666668,147.0,6.1,None,None,9,None,"MINAHASSA PEN.,SULAWESI  USGS",1998-09-21 15:52:41
1998-09-28 22:34:30,8.193333333333333,112.41166666666666,152.0,6.4,None,None,9,None,"JAWA, INDONESIA          USGS",1998-09-28 22:34:30
1998-10-03 20:15:43,28.596666666666668,127.53833333333333,183.0,6.1,6.1,3.0,7,286,NW OFF AMAMI-OSHIMA IS   NPS,1998-10-03 20:15:43
1998-10-08 13:51:42,16.118333333333332,71.40333333333334,136.0,6.1,None,None,9,None,SOUTHERN PERU            USGS,1998-10-08 13:51:42
1998-10-27 20:33:33,33.455,142.0,79.0,6.1,4.5,None,8,329,FAR E OFF IZU ISLANDS    NPS,1998-10-27 20:33:33
1998-10-29 01:25:03,0.8383333333333333,125.965,33.0,6.2,6.2,None,9,None,NORTHERN MOLUCCA SEA     USGS,1998-10-29 01:25:03
1998-11-09 14:30:14,6.953333333333333,129.02166666666668,33.0,6.1,None,None,9,None,BANDA SEA                USGS,1998-11-09 14:30:14
1998-11-09 14:38:44,6.92,128.945,33.0,6.4,7.0,None,9,None,BANDA SEA                USGS,1998-11-09 14:38:44
1998-11-20 00:39:18,22.851666666666667,125.75166666666668,0.0,6.5,6.4,2.0,7,291,FAR S OFF ISHIGAKIJIMA   NPS,1998-11-20 00:39:18
1998-11-29 23:10:31,2.07,124.89,33.0,6.5,7.7,None,9,None,CERAM SEA                USGS,1998-11-29 23:10:31
1998-12-06 09:47:13,1.2516666666666667,126.19666666666669,33.0,6.3,6.2,None,9,None,NORTHERN MOLUCCA SEA     USGS,1998-12-06 09:47:13
1998-12-27 09:38:26,21.631666666666668,176.375,144.0,6.1,None,None,9,None,FIJI REGION              USGS,1998-12-27 09:38:26
1999-01-24 09:37:06,30.56833333333333,131.29,40.0,6.6,6.3,4.0,7,298,NEAR TANEGASHIMA ISLAND  NPS,1999-01-24 09:37:06
1999-01-28 17:10:05,52.885,169.12166666666667,67.0,6.3,6.1,None,9,None,"FOX ISLANDS,ALEUTIAN IS. USGS",1999-01-28 17:10:05
1999-02-07 06:47:59,12.851666666666668,166.69666666666666,90.0,6.3,7.3,None,9,None,SANTA CRUZ ISLANDS       USGS,1999-02-07 06:47:59
1999-03-02 16:12:18,35.678333333333335,142.13,53.0,6.3,5.3,1.0,3,113,FAR E OFF KANTO          NPS,1999-03-02 16:12:18
1999-03-04 14:38:26,28.341666666666665,57.19166666666667,33.0,6.2,6.5,None,9,None,SOUTHERN IRAN            USGS,1999-03-04 14:38:26
1999-03-04 17:52:01,5.3966666666666665,121.93666666666668,33.0,6.4,6.5,None,9,None,CELEBES SEA              USGS,1999-03-04 17:52:01
1999-03-20 19:47:45,51.586666666666666,177.66666666666666,33.0,6.3,6.8,None,9,None,"ANDREANOF IS., ALEUTIAN  USGS",1999-03-20 19:47:45
1999-03-24 05:15:22,29.56,128.31833333333333,0.0,6.1,5.6,2.0,7,286,NW OFF AMAMI-OSHIMA IS   NPS,1999-03-24 05:15:22
1999-03-29 04:05:11,30.511666666666667,79.40166666666667,15.0,6.4,6.6,None,9,None,XIJANG-INDIA BORDER      USGS,1999-03-29 04:05:11
1999-04-03 02:05:47,19.898333333333333,168.19166666666666,10.0,6.1,6.0,None,9,None,VANUATU (NEW HEBRIDES)   USGS,1999-04-03 02:05:47
1999-04-03 15:17:18,16.66,72.66166666666666,87.0,6.1,6.2,None,9,None,NEAR COAST OF PERU       USGS,1999-04-03 15:17:18
1999-04-05 20:08:04,5.59,149.56666666666666,150.0,6.2,7.0,None,9,None,"NEW BRITAIN, P.N.G.      USGS",1999-04-05 20:08:04
1999-04-08 22:10:34,43.55,130.99,633.0,7.1,7.2,2.0,8,319,NEAR VLADIVOSTOK         NPS,1999-04-08 22:10:34
1999-04-13 19:38:48,21.421666666666667,176.46,164.0,6.4,None,None,9,None,FIJI REGION              USGS,1999-04-13 19:38:48
1999-04-21 04:04:08,31.886666666666667,179.04,96.0,6.2,None,None,9,None,KERMADEC ISLANDS REGION  USGS,1999-04-21 04:04:08
1999-05-11 05:33:02,5.158333333333333,150.88,138.0,6.5,6.8,None,9,None,"NEW BRITAIN, P.N.G.      USGS",1999-05-11 05:33:02
1999-05-13 02:59:23,42.96666666666667,143.87,106.0,6.3,None,4.0,1,8,KUSHIRO REGION           NPS,1999-05-13 02:59:23
1999-05-17 00:25:53,2.6416666666666666,138.21666666666667,59.0,6.1,6.2,None,9,None,"IRIAN JAYA, INDONESIA    USGS",1999-05-17 00:25:53
1999-06-16 05:42:05,18.385,97.435,70.0,6.4,6.5,None,9,None,CENTRAL MEXICO           USGS,1999-06-16 05:42:05
1999-06-18 19:55:25,5.513333333333334,126.63833333333334,33.0,6.1,6.1,None,9,None,"MINDANAO, PHILIPPINE IS. USGS",1999-06-18 19:55:25
1999-07-03 14:30:12,26.56833333333333,141.15666666666667,449.0,6.1,6.2,2.0,8,332,W OFF OGASAWARA          NPS,1999-07-03 14:30:12
1999-07-19 11:17:03,28.628333333333337,177.60666666666663,39.0,6.3,6.2,None,9,None,KERMADEC ISLANDS REGION  USGS,1999-07-19 11:17:03
1999-07-28 19:08:20,30.285,178.01333333333332,25.0,6.1,6.0,None,9,None,"KERMADEC ISL., N.Z.L.    USGS",1999-07-28 19:08:20
1999-08-17 09:01:39,40.74666666666667,29.863333333333333,17.0,6.3,7.8,None,9,None,TURKEY                   USGS,1999-08-17 09:01:39
1999-08-20 19:02:21,9.043333333333331,84.15833333333333,20.0,6.1,6.9,None,9,None,COSTA RICA               USGS,1999-08-20 19:02:21
1999-08-22 18:35:39,40.50833333333333,74.755,33.0,6.2,5.8,None,9,None,OFF COAST OF S. CHILE    USGS,1999-08-22 18:35:39
1999-08-22 21:40:45,16.116666666666667,168.03833333333333,33.0,6.3,6.2,None,9,None,VANUATU (NEW HEBRIDES)   USGS,1999-08-22 21:40:45
1999-09-21 02:47:28,23.876666666666665,120.93,0.0,7.7,7.2,2.0,8,311,TAIWAN REGION            NPS,1999-09-21 02:47:28
1999-09-21 03:03:44,23.57,121.29833333333332,33.0,6.3,None,None,8,None,TAIWAN                   USGS,1999-09-21 03:03:44
1999-09-21 06:46:38,23.836666666666662,120.875,0.0,6.9,6.1,None,8,311,TAIWAN REGION,1999-09-21 06:46:38
1999-09-22 09:14:38,23.683333333333337,120.85,61.0,6.6,6.1,1.0,8,311,TAIWAN REGION,1999-09-22 09:14:38
1999-09-26 08:52:51,23.848333333333333,120.995,70.0,6.6,6.0,1.0,8,311,TAIWAN REGION,1999-09-26 08:52:51
1999-10-01 01:31:15,16.058333333333334,96.93,61.0,6.5,7.5,None,9,None,"OAXACA, MEXICO           USGS",1999-10-01 01:31:15
1999-10-16 18:46:44,34.6,116.27,6.0,6.3,7.4,None,9,None,SOUTHERN CALIFORNIA      USGS,1999-10-16 18:46:44
1999-10-18 11:43:24,56.16333333333333,26.566666666666663,33.0,6.1,6.1,None,9,None,SOUTH SANDWICH ISLANDS   USGS,1999-10-18 11:43:24
1999-11-02 02:53:04,23.445,121.73833333333332,91.0,6.6,5.9,2.0,8,311,TAIWAN REGION,1999-11-02 02:53:04
1999-11-09 01:45:43,36.52166666666667,71.24,228.0,6.2,None,None,9,None,AFGHANISTAN-TAJIKISTAN   USGS,1999-11-09 01:45:43
1999-11-13 01:57:19,40.75666666666667,31.16,10.0,6.3,7.5,None,9,None,TURKEY                   USGS,1999-11-13 01:57:19
1999-11-15 14:42:43,1.3383333333333334,88.975,10.0,6.3,6.9,None,9,None,SOUTH INDIAN OCEAN       USGS,1999-11-15 14:42:43
1999-11-26 22:21:15,16.421666666666667,168.21333333333334,33.0,6.4,7.3,None,9,None,VANUATU (NEW HEBRIDES)   USGS,1999-11-26 22:21:15
1999-11-30 13:01:53,18.9,69.17,128.0,6.2,None,None,9,None,NORTHERN CHILE           USGS,1999-11-30 13:01:53
1999-12-07 08:12:33,57.41166666666667,154.48833333333334,66.0,6.8,None,None,9,None,KODIAK ISLAND REGION     USGS,1999-12-07 08:12:33
1999-12-07 09:19:49,57.361666666666665,154.51333333333332,41.0,6.5,6.1,None,9,None,KODIAK ISLAND REGION     USGS,1999-12-07 09:19:49
1999-12-08 06:29:49,15.91,173.98333333333332,138.0,6.2,None,None,9,None,TONGA                    USGS,1999-12-08 06:29:49
1999-12-12 03:03:36,15.765,119.74,33.0,6.5,7.1,None,9,None,"LUZON,PHILIPPINE ISLANDS USGS",1999-12-12 03:03:36
1999-12-21 23:14:57,6.845,105.555,56.0,6.2,6.3,None,9,None,SUNDA STRAIT             USGS,1999-12-21 23:14:57
2000-01-09 01:47:20,16.925,174.24666666666667,183.0,6.5,6.6,None,9,None,TONGA                    USGS,2000-01-09 01:47:20
2000-01-28 23:21:08,43.00666666666667,146.74333333333334,59.0,7.0,7.0,4.0,1,27,OFF NEMURO PENINSULA     NPS,2000-01-28 23:21:08
2000-02-06 20:33:52,5.843333333333334,150.875,33.0,6.6,6.8,None,9,None,"NEW BRITAIN, P.N.G.      USGS",2000-02-06 20:33:52
2000-02-25 10:43:58,19.526666666666667,173.81666666666666,33.0,6.1,7.1,None,9,None,VANUATU REGION           USGS,2000-02-25 10:43:58
2000-03-04 07:09:13,7.32,128.49,142.0,6.4,5.8,None,9,None,BANDA SEA                USGS,2000-03-04 07:09:13
2000-03-04 07:22:40,6.816666666666666,143.80666666666667,10.0,6.3,6.7,None,9,None,"NEW GUINEA, P.N.G        USGS",2000-03-04 07:22:40
2000-03-21 14:26:07,3.155,128.03333333333333,103.0,6.1,5.3,None,9,None,"N HALMAHERA, INDONESIA   USGS",2000-03-21 14:26:07
2000-03-28 20:00:23,22.556666666666665,144.035,128.0,7.9,None,3.0,8,334,IOTO ISLANDS REGION      NPS,2000-03-28 20:00:23
2000-04-23 18:27:23,28.306666666666665,62.99,609.0,6.6,None,None,9,None,"SANTIAGO DEL ESTERO,ARG. USGS",2000-04-23 18:27:23
2000-05-04 13:21:16,1.105,123.57166666666669,26.0,6.7,7.5,None,9,None,"SULAWESI, INDONESIA      USGS",2000-05-04 13:21:16
2000-05-13 08:10:29,35.975,70.65666666666667,108.0,6.2,None,None,9,None,"HINDU KUSH, AFGHANISTAN  USGS",2000-05-13 08:10:29
2000-06-03 17:54:47,35.68833333333333,140.745,48.0,6.1,6.1,5.0,3,110,NEAR CHOSHI CITY         NPS,2000-06-03 17:54:47
2000-06-05 01:28:26,4.72,102.08666666666667,33.0,6.8,8.0,None,9,None,"S SUMATERA, INDONESIA    USGS",2000-06-05 01:28:26
2000-06-05 01:39:45,4.645,102.10166666666667,33.0,6.7,None,None,9,None,"S SUMATERA, INDONESIA    USGS",2000-06-05 01:39:45
2000-06-06 23:57:00,29.355,131.61833333333334,28.0,6.2,6.3,3.0,7,296,NEAR AMAMI-OSHIMA ISLAND NPS,2000-06-06 23:57:00
2000-06-07 06:16:43,36.825,135.56166666666667,21.0,6.2,None,5.0,4,168,NW OFF HOKURIKU DISTRICT NPS,2000-06-07 06:16:43
2000-06-08 06:46:55,26.855,97.23666666666666,33.0,6.3,6.5,None,9,None,MYANMAR                  USGS,2000-06-08 06:46:55
2000-06-08 08:45:26,4.611666666666666,101.905,33.0,6.1,6.7,None,9,None,"S SUMATERA, INDONESIA    USGS",2000-06-08 08:45:26
2000-06-10 08:31:43,30.42,138.20833333333334,527.0,6.2,6.1,2.0,8,331,NEAR TORISHIMA IS        NPS,2000-06-10 08:31:43
2000-06-11 03:23:27,23.66,121.18166666666669,3.0,6.4,6.5,1.0,8,311,TAIWAN REGION,2000-06-11 03:23:27
2000-06-15 02:00:48,4.541666666666667,127.72166666666666,90.0,6.1,5.6,None,9,None,"TALAUD IS., INDONESIA    USGS",2000-06-15 02:00:48
2000-06-16 16:55:35,33.876666666666665,70.08666666666667,120.0,6.2,None,None,9,None,CHILE-ARGENTINA BORDER   USGS,2000-06-16 16:55:35
2000-06-18 23:44:13,13.801666666666666,97.45166666666668,10.0,6.8,7.8,None,9,None,SOUTH INDIAN OCEAN       USGS,2000-06-18 23:44:13
2000-06-21 09:51:46,63.98,20.756666666666668,10.0,6.1,6.6,None,9,None,ICELAND                  USGS,2000-06-21 09:51:46
2000-07-01 16:01:56,34.19,139.19333333333333,16.0,6.5,None,6.0,3,103,NEAR NIIJIMA ISLAND      NPS,2000-07-01 16:01:56
2000-07-08 00:46:44,51.41,179.97666666666666,31.0,6.4,5.5,None,9,None,"RAT ISLANDS,ALEUTIAN IS. USGS",2000-07-08 00:46:44
2000-07-09 03:57:44,34.211666666666666,139.23,15.0,6.1,5.7,6.0,3,103,NEAR NIIJIMA ISLAND      NPS,2000-07-09 03:57:44
2000-07-11 10:32:28,57.36833333333333,154.205,44.0,6.3,6.2,None,9,None,KODIAK ISLAND REGION     USGS,2000-07-11 10:32:28
2000-07-14 09:07:29,23.94333333333333,121.39333333333332,70.0,6.1,5.4,None,8,311,TAIWAN REGION,2000-07-14 09:07:29
2000-07-15 10:30:32,34.42333333333333,139.24166666666667,10.0,6.3,6.4,6.0,3,103,NEAR NIIJIMA ISLAND      NPS,2000-07-15 10:30:32
2000-07-16 12:21:42,20.47833333333333,122.38666666666668,0.0,6.6,6.8,1.0,8,341,PHILIPPINE ISL REGION,2000-07-16 12:21:42
2000-07-16 12:57:45,7.746666666666666,150.91666666666666,10.0,6.3,6.4,None,9,None,"NEW BRITAIN, P.N.G.      USGS",2000-07-16 12:57:45
2000-07-21 03:39:18,36.528333333333336,141.11833333333334,49.0,6.4,6.2,5.0,3,111,E OFF IBARAKI PREF       NPS,2000-07-21 03:39:18
2000-07-30 21:25:46,33.97,139.41,17.0,6.5,6.6,6.0,3,104,NEAR MIYAKEJIMA ISLAND   NPS,2000-07-30 21:25:46
2000-08-05 06:12:59,48.903333333333336,142.44166666666666,1.0,7.4,6.8,1.0,8,322,SOUTH SAKHALIN,2000-08-05 06:12:59
2000-08-06 16:27:13,28.82,140.085,445.0,7.2,6.3,4.0,8,332,W OFF OGASAWARA          NPS,2000-08-06 16:27:13
2000-08-07 23:33:55,7.016666666666667,123.35666666666668,649.0,6.5,None,None,9,None,BANDA SEA                USGS,2000-08-07 23:33:55
2000-08-09 09:08:41,15.691666666666666,167.985,33.0,6.3,6.0,None,9,None,VANUATU (NEW HEBRIDES)   USGS,2000-08-09 09:08:41
2000-08-09 20:41:47,18.196666666666665,102.48,46.0,6.1,6.5,None,9,None,"MICHOACAN, MEXICO        USGS",2000-08-09 20:41:47
2000-08-18 10:52:22,34.2,139.24,12.0,6.1,4.6,6.0,3,103,NEAR NIIJIMA ISLAND      NPS,2000-08-18 10:52:22
2000-08-28 02:19:09,22.66,144.445,129.0,6.2,6.3,None,8,334,IOTO ISLANDS REGION      NPS,2000-08-28 02:19:09
2000-08-29 00:05:47,4.11,127.39333333333332,16.0,6.5,6.8,None,9,None,BANDA SEA                USGS,2000-08-29 00:05:47
2000-09-10 17:54:45,24.12,121.46333333333334,67.0,6.2,5.8,1.0,8,311,TAIWAN REGION,2000-09-10 17:54:45
2000-09-26 15:17:52,17.176666666666666,173.92666666666668,56.0,6.1,6.1,None,9,None,TONGA                    USGS,2000-09-26 15:17:52
2000-10-05 01:58:44,15.42,166.91,23.0,6.1,6.9,None,9,None,VANUATU (NEW HEBRIDES)   USGS,2000-10-05 01:58:44
2000-10-06 13:30:17,35.27333333333333,133.34833333333333,9.0,7.3,7.4,6.5,6,222,WESTERN TOTTORI PREF     NPS,2000-10-06 13:30:17
2000-10-25 18:32:23,6.548333333333334,105.63,38.0,6.3,6.6,None,9,None,SUNDA STRAIT             USGS,2000-10-25 18:32:23
2000-10-27 13:21:54,26.61,141.44,413.0,6.3,6.5,2.0,8,333,NEAR CHICHIJIMA ISLAND,2000-10-27 13:21:54
2000-11-07 09:18:04,55.626666666666665,29.875,10.0,6.7,None,None,9,None,SOUTH SANDWICH ISLANDS   USGS,2000-11-07 09:18:04
2000-11-09 03:36:22,23.215,124.20833333333331,24.0,6.3,5.1,None,7,290,NEAR ISHIGAKIJIMA ISLAND NPS,2000-11-09 03:36:22
2000-11-14 00:57:22,42.431666666666665,144.94,41.0,6.1,None,3.0,1,27,OFF NEMURO PENINSULA     NPS,2000-11-14 00:57:22
2000-11-16 16:42:16,5.2316666666666665,153.10166666666666,30.0,6.2,7.8,None,9,None,"NEW IRELAND, P.N.G.      USGS",2000-11-16 16:42:16
2000-11-18 06:01:56,5.495,151.78,33.0,6.2,8.0,None,9,None,"NEW BRITAIN, P.N.G.      USGS",2000-11-18 06:01:56
2000-11-18 15:54:58,5.226666666666667,151.77,33.0,6.2,6.6,None,9,None,"NEW BRITAIN, P.N.G.      USGS",2000-11-18 15:54:58
2000-11-26 03:10:47,40.16666666666666,49.95333333333333,33.0,6.2,6.3,None,9,None,EASTERN CAUCASUS         USGS,2000-11-26 03:10:47
2000-12-07 02:11:06,39.565,54.79833333333333,30.0,6.7,7.5,None,9,None,TURKMENISTAN             USGS,2000-12-07 02:11:06
2000-12-07 07:57:40,4.216666666666667,152.725,31.0,6.1,6.6,None,9,None,"NEW BRITAIN, P.N.G.      USGS",2000-12-07 07:57:40
2000-12-18 10:19:21,21.176666666666662,179.1233333333333,628.0,6.4,None,None,9,None,FIJI REGION              USGS,2000-12-18 10:19:21
2000-12-19 22:11:47,11.765,144.76,33.0,6.3,5.8,None,9,None,SOUTH OF THE MARIANAS    USGS,2000-12-19 22:11:47
2000-12-20 20:23:54,39.00666666666667,74.66166666666666,11.0,6.1,6.2,None,9,None,OFF COAST OF CEN. CHILE  USGS,2000-12-20 20:23:54
2000-12-21 10:01:27,5.705,151.12166666666667,33.0,6.4,6.5,None,9,None,"NEW BRITAIN, P.N.G.      USGS",2000-12-21 10:01:27
2000-12-22 19:13:02,44.46833333333333,147.40833333333333,141.0,6.1,5.6,4.0,1,24,NEAR ETOROFU ISLAND      NPS,2000-12-22 19:13:02
2001-01-01 15:57:04,6.8966666666666665,126.57833333333332,33.0,6.4,7.2,None,9,None,"MINDANAO, PHILIPPINE IS. USGS",2001-01-01 15:57:04
2001-01-10 01:49:28,14.926666666666666,167.17,103.0,6.3,6.6,None,9,None,VANUATU (NEW HEBRIDES)   USGS,2001-01-10 01:49:28
2001-01-11 01:02:44,57.07666666666667,153.21,33.0,6.2,6.8,None,9,None,KODIAK ISLAND REGION     USGS,2001-01-11 01:02:44
2001-01-14 02:33:32,13.048333333333334,88.66,60.0,6.4,7.8,None,9,None,EL SALVADOR              USGS,2001-01-14 02:33:32
2001-01-14 17:58:29,22.615,144.38166666666666,132.0,6.2,6.5,1.0,8,334,IOTO ISLANDS REGION,2001-01-14 17:58:29
2001-01-26 12:16:40,23.418333333333333,70.23166666666667,16.0,6.9,8.0,None,9,None,SOUTHERN INDIA           USGS,2001-01-26 12:16:40
2001-02-14 04:28:30,4.68,102.56166666666668,36.0,6.2,7.2,None,9,None,"S SUMATERA, INDONESIA    USGS",2001-02-14 04:28:30
2001-02-24 16:23:48,1.27,126.24833333333332,35.0,6.6,7.0,None,9,None,NORTHERN MOLUCCA SEA     USGS,2001-02-24 16:23:48
2001-03-01 03:54:32,47.14833333333333,122.72666666666667,52.0,6.5,6.6,None,9,None,WASHINGTON STATE         USGS,2001-03-01 03:54:32
2001-03-15 22:02:42,32.32,71.49166666666666,37.0,6.1,5.6,None,9,None,NEAR COAST OF CEN. CHILE USGS,2001-03-15 22:02:42
2001-03-24 15:27:54,34.13166666666667,132.69333333333333,46.0,6.7,6.6,6.0,6,242,AKINADA SETONAIKAI       NPS,2001-03-24 15:27:54
2001-04-09 18:00:57,32.666666666666664,73.10833333333333,11.0,6.1,6.3,None,9,None,OFF COAST OF CEN. CHILE  USGS,2001-04-09 18:00:57
2001-04-15 08:27:22,30.246666666666663,142.495,0.0,6.6,6.1,None,8,331,NEAR TORISHIMA IS        NPS,2001-04-15 08:27:22
2001-04-28 13:49:53,18.063333333333333,176.93666666666667,352.0,6.2,None,None,9,None,FIJI REGION              USGS,2001-04-28 13:49:53
2001-05-25 09:40:52,44.315,148.81333333333333,30.0,6.9,6.9,2.0,1,25,SE OFF ETOROFU,2001-05-25 09:40:52
2001-06-03 11:41:57,29.665,178.63166666666666,178.0,6.8,None,None,9,None,"KERMADEC ISL., N.Z.L.    USGS",2001-06-03 11:41:57
2001-06-14 11:35:25,24.731666666666666,121.87,33.0,6.4,6.1,1.0,8,311,TAIWAN REGION            NPS,2001-06-14 11:35:25
2001-06-24 05:33:14,16.265,73.64,33.0,6.7,8.2,None,9,None,NEAR COAST OF PERU       USGS,2001-06-24 05:33:14
2001-06-24 06:27:35,17.18,72.64,33.0,6.1,None,None,9,None,NEAR COAST OF PERU       USGS,2001-06-24 06:27:35
2001-06-26 13:18:31,17.745,71.64833333333333,24.0,6.2,6.7,None,9,None,NEAR COAST OF PERU       USGS,2001-06-26 13:18:31
2001-07-03 22:10:45,21.70833333333333,143.15666666666667,337.0,6.7,None,1.0,8,337,MARIANA ISLANDS REGION   NPS,2001-07-03 22:10:45
2001-07-05 22:53:48,16.085,73.98666666666666,62.0,6.2,None,None,9,None,NEAR COAST OF PERU       USGS,2001-07-05 22:53:48
